customer_id,tenure_months,monthly_spend,support_tickets_90d,late_payments_12m,digital_sessions_30d,contract_type,payment_method,satisfaction_score,discount_rate,products_owned,churn
NOV-00813,57,136.06,3,1,18,annuel,virement,3.7,0.0,3,0
NOV-00814,42,37.81,1,0,17,mensuel,prelevement,8.3,0.05,1,0
NOV-00815,10,24.31,2,0,18,mensuel,prelevement,2.6,0.0,3,1
NOV-00816,27,123.41,1,1,23,annuel,prelevement,6.3,0.05,1,1
NOV-00817,20,40.91,1,0,17,mensuel,carte,6.2,0.0,3,0
NOV-00818,49,34.53,4,0,19,mensuel,prelevement,6.8,0.1,4,0
NOV-00819,64,28.33,1,0,20,mensuel,prelevement,9.5,0.0,2,0
NOV-00820,54,37.35,6,0,13,annuel,prelevement,6.9,0.0,4,1
NOV-00821,32,142.66,1,1,22,bisannuel,carte,8.0,0.0,1,0
NOV-00822,18,35.68,3,0,17,mensuel,carte,6.6,0.1,3,0
NOV-00823,29,91.41,2,0,19,bisannuel,prelevement,4.9,0.0,4,0
NOV-00824,70,66.59,3,1,18,mensuel,carte,4.8,0.0,1,1
NOV-00825,65,139.69,1,0,22,annuel,prelevement,3.8,0.05,2,0
NOV-00826,69,119.81,3,1,20,mensuel,carte,6.4,0.05,4,0
NOV-00827,37,78.96,4,2,23,annuel,prelevement,6.9,0.05,3,0
NOV-00828,54,135.21,1,0,18,bisannuel,prelevement,7.0,0.0,1,0
NOV-00829,5,133.36,0,0,17,mensuel,prelevement,6.2,0.0,3,1
NOV-00830,42,77.68,0,3,18,annuel,carte,6.8,0.0,1,0
NOV-00831,39,147.27,2,0,17,annuel,prelevement,5.2,0.1,4,0
NOV-00832,52,59.23,0,0,16,mensuel,prelevement,5.8,0.05,1,0
NOV-00833,1,66.35,3,0,18,bisannuel,carte,6.2,0.0,2,0
NOV-00834,54,87.81,0,0,17,mensuel,prelevement,5.7,0.0,1,0
NOV-00835,3,53.11,1,0,25,mensuel,carte,8.4,0.0,4,0
NOV-00836,22,91.02,0,1,14,mensuel,prelevement,6.7,0.0,1,0
NOV-00837,27,116.42,3,0,14,mensuel,carte,5.0,0.0,4,1
NOV-00838,25,27.74,1,0,21,mensuel,prelevement,8.3,0.0,1,0
NOV-00839,48,109.12,2,0,8,annuel,prelevement,10.0,0.0,1,0
NOV-00840,57,89.0,0,0,19,annuel,carte,8.3,0.0,3,0
NOV-00841,60,42.92,2,0,14,annuel,carte,6.3,0.0,3,0
NOV-00842,57,23.01,0,2,24,annuel,prelevement,9.4,0.1,1,0
NOV-00843,57,43.46,2,0,14,bisannuel,carte,6.7,0.0,4,0
NOV-00844,19,42.46,1,1,21,bisannuel,carte,8.6,0.0,4,0
NOV-00845,7,,1,1,18,mensuel,prelevement,7.5,0.1,2,0
NOV-00846,66,95.91,3,0,15,mensuel,virement,7.2,0.05,4,0
NOV-00847,16,79.34,2,0,17,mensuel,prelevement,6.5,0.1,3,0
NOV-00848,25,106.81,3,0,25,annuel,prelevement,7.4,0.0,2,0
NOV-00849,30,78.56,0,0,17,annuel,carte,7.5,0.0,1,0
NOV-00850,24,66.01,1,0,26,annuel,carte,4.9,0.0,1,0
NOV-00851,65,89.26,1,1,21,mensuel,prelevement,4.5,0.1,1,1
NOV-00852,56,140.83,2,1,14,mensuel,carte,6.3,0.0,1,0
NOV-00853,31,75.71,4,0,19,annuel,carte,9.3,0.05,1,0
NOV-00854,37,131.34,1,2,21,annuel,carte,4.7,0.0,1,1
NOV-00855,1,37.04,5,0,12,annuel,carte,8.0,0.2,1,0
NOV-00856,58,75.07,0,0,11,mensuel,carte,7.2,0.0,2,0
NOV-00857,17,74.17,4,1,20,mensuel,prelevement,9.1,0.05,3,0
NOV-00858,17,118.78,2,0,14,mensuel,prelevement,8.1,0.0,1,1
NOV-00859,16,53.2,1,0,17,annuel,carte,8.4,0.05,3,0
NOV-00860,9,88.17,2,0,22,mensuel,prelevement,4.8,0.2,1,0
NOV-00861,15,76.95,1,1,17,mensuel,prelevement,6.3,0.0,1,0
NOV-00862,28,144.81,1,0,14,bisannuel,prelevement,5.3,0.0,4,0
NOV-00863,21,87.53,3,0,16,annuel,prelevement,7.4,0.05,4,0
NOV-00864,50,22.0,2,0,18,mensuel,carte,8.2,0.1,3,0
NOV-00865,44,78.1,3,1,26,annuel,prelevement,6.2,0.2,3,0
NOV-00866,53,73.65,1,1,17,mensuel,prelevement,8.6,0.0,3,0
NOV-00867,6,82.48,1,1,23,annuel,carte,6.6,0.0,4,0
NOV-00868,30,143.6,5,0,15,mensuel,carte,6.4,0.05,2,1
NOV-00869,22,71.52,3,0,18,annuel,prelevement,5.2,0.1,4,0
NOV-00870,12,141.84,0,0,28,annuel,carte,9.9,0.0,2,0
NOV-00871,24,142.41,2,0,19,annuel,carte,7.8,0.0,3,0
NOV-00872,53,137.96,1,0,25,mensuel,carte,6.0,0.1,2,0
NOV-00873,40,74.66,0,1,20,mensuel,prelevement,7.3,0.0,1,0
NOV-00874,65,98.18,2,0,19,mensuel,prelevement,5.8,0.05,1,0
NOV-00875,37,145.5,3,0,16,mensuel,prelevement,6.8,0.1,2,0
NOV-00876,41,64.74,0,0,28,mensuel,carte,5.7,0.0,3,0
NOV-00877,7,84.88,2,0,22,bisannuel,prelevement,8.2,0.0,4,0
NOV-00878,24,67.19,2,2,13,mensuel,prelevement,7.1,0.1,3,1
NOV-00879,26,141.6,2,0,16,mensuel,prelevement,9.4,0.0,3,0
NOV-00880,15,77.6,1,1,20,mensuel,prelevement,8.0,0.05,1,0
NOV-00881,27,126.59,0,0,22,mensuel,prelevement,8.5,0.0,3,0
NOV-00882,71,23.26,2,0,18,bisannuel,prelevement,6.6,0.0,4,0
NOV-00883,37,56.88,0,0,18,annuel,prelevement,9.0,0.0,1,0
NOV-00884,49,99.51,0,0,17,mensuel,carte,,0.05,1,0
NOV-00885,36,80.29,0,2,19,mensuel,prelevement,4.3,0.05,3,0
NOV-00886,8,73.59,3,0,23,annuel,prelevement,6.4,0.1,3,0
NOV-00887,50,135.11,1,0,22,mensuel,carte,8.2,0.0,3,0
NOV-00888,35,64.39,2,0,14,mensuel,carte,2.6,0.0,4,1
NOV-00889,63,87.25,2,0,14,mensuel,prelevement,,0.0,2,0
NOV-00890,9,109.14,2,0,19,mensuel,prelevement,8.2,0.05,4,1
NOV-00891,34,93.12,2,2,23,mensuel,prelevement,10.0,0.0,2,0
NOV-00892,69,64.91,2,0,17,mensuel,prelevement,6.6,0.0,2,0
NOV-00893,33,125.77,3,1,20,annuel,carte,7.8,0.0,2,0
NOV-00894,60,27.21,1,0,31,annuel,carte,6.7,0.0,3,0
NOV-00895,6,104.37,3,0,20,mensuel,prelevement,8.7,0.1,1,0
NOV-00896,6,107.7,0,1,16,bisannuel,carte,7.9,0.0,1,0
NOV-00897,22,86.98,2,2,15,mensuel,carte,5.6,0.1,1,0
NOV-00898,56,57.36,1,1,18,mensuel,carte,7.6,0.1,3,0
NOV-00899,24,135.49,1,1,19,mensuel,prelevement,5.4,0.0,3,0
NOV-00900,59,123.54,2,2,21,mensuel,prelevement,6.3,0.1,3,1
NOV-00901,35,106.8,2,0,19,mensuel,prelevement,5.1,0.1,2,0
NOV-00902,3,86.49,1,0,16,mensuel,carte,8.7,0.0,4,0
NOV-00903,29,63.13,2,1,12,bisannuel,prelevement,5.0,0.0,1,1
NOV-00904,45,72.05,2,1,18,bisannuel,carte,10.0,0.0,2,1
NOV-00905,4,108.62,2,1,19,mensuel,carte,5.6,0.0,4,1
NOV-00906,23,72.68,3,1,19,annuel,virement,8.5,0.0,1,0
NOV-00907,72,127.44,0,1,19,mensuel,prelevement,4.2,0.0,4,0
NOV-00908,72,139.93,3,2,18,mensuel,prelevement,8.3,0.0,4,0
NOV-00909,2,,2,0,17,annuel,carte,9.0,0.05,3,0
NOV-00910,57,70.36,2,1,21,annuel,prelevement,7.9,0.1,4,1
NOV-00911,72,71.18,0,0,25,mensuel,prelevement,8.2,0.05,2,0
NOV-00912,39,140.02,0,0,13,annuel,prelevement,9.3,0.05,4,0
NOV-00913,7,57.89,3,1,18,annuel,prelevement,7.9,0.05,1,1
NOV-00914,19,145.77,2,0,20,mensuel,prelevement,6.1,0.05,2,0
NOV-00915,9,37.49,2,0,19,annuel,carte,6.5,0.0,3,0
NOV-00916,4,134.53,1,0,27,mensuel,prelevement,7.2,0.0,3,0
NOV-00917,69,34.33,4,1,25,mensuel,prelevement,7.6,0.05,1,0
NOV-00918,7,88.29,4,1,22,mensuel,virement,8.0,0.2,3,1
NOV-00919,2,43.85,2,2,23,mensuel,prelevement,5.8,0.0,2,1
NOV-00920,25,24.73,3,0,17,mensuel,carte,6.9,0.0,4,0
NOV-00921,45,107.68,1,1,12,mensuel,carte,,0.0,2,1
NOV-00922,35,128.93,0,1,19,mensuel,carte,5.7,0.0,1,1
NOV-00923,1,79.86,2,0,28,annuel,prelevement,7.2,0.0,3,0
NOV-00924,17,68.87,2,0,19,annuel,carte,5.3,0.0,2,0
NOV-00925,1,126.88,3,1,22,mensuel,prelevement,7.3,0.1,4,1
NOV-00926,26,52.52,1,1,27,mensuel,prelevement,7.3,0.0,4,0
NOV-00927,43,31.93,2,0,19,mensuel,prelevement,8.8,0.0,3,0
NOV-00928,31,100.82,3,0,18,annuel,virement,7.0,0.0,3,0
NOV-00929,43,48.98,2,0,16,annuel,carte,8.3,0.0,3,0
NOV-00930,53,70.36,1,1,20,annuel,prelevement,7.7,0.0,2,0
NOV-00931,62,54.41,1,2,18,annuel,prelevement,9.1,0.05,3,0
NOV-00932,24,95.29,2,0,27,bisannuel,virement,7.4,0.0,2,0
NOV-00933,1,91.97,1,1,14,mensuel,prelevement,3.2,0.05,4,1
NOV-00934,24,135.43,2,1,21,annuel,prelevement,7.5,0.2,1,0
NOV-00935,61,77.06,1,0,16,mensuel,prelevement,,0.05,3,0
NOV-00936,16,29.13,0,2,18,mensuel,prelevement,,0.0,4,0
NOV-00937,67,102.23,4,1,9,mensuel,prelevement,4.0,0.0,4,1
NOV-00938,54,143.44,1,2,11,mensuel,carte,7.5,0.0,4,1
NOV-00939,41,90.94,2,0,19,mensuel,prelevement,,0.0,4,0
NOV-00940,58,110.61,1,1,17,mensuel,carte,8.0,0.0,4,0
NOV-00941,32,148.36,0,0,12,mensuel,prelevement,8.5,0.1,1,0
NOV-00942,28,87.26,1,1,16,mensuel,virement,8.7,0.0,3,0
NOV-00943,47,147.1,0,0,29,mensuel,prelevement,7.8,0.0,1,0
NOV-00944,30,19.82,1,1,19,bisannuel,prelevement,7.3,0.0,4,0
NOV-00945,24,21.42,3,0,26,annuel,prelevement,6.7,0.1,4,0
NOV-00946,7,145.79,1,0,15,mensuel,carte,7.1,0.1,4,0
NOV-00947,47,103.36,2,0,16,annuel,prelevement,4.3,0.0,1,0
NOV-00948,56,108.68,4,0,17,annuel,carte,7.8,0.05,3,0
NOV-00949,16,50.79,2,0,16,mensuel,prelevement,7.0,0.0,2,0
NOV-00950,70,96.19,1,0,20,annuel,carte,7.8,0.05,1,0
NOV-00951,41,104.79,2,2,12,bisannuel,prelevement,5.2,0.0,2,0
NOV-00952,53,26.58,0,0,22,mensuel,carte,6.8,0.05,1,0
NOV-00953,51,72.31,1,0,24,mensuel,carte,8.1,0.05,1,0
NOV-00954,52,33.01,2,0,20,annuel,prelevement,7.0,0.0,2,1
NOV-00955,15,34.36,2,1,17,annuel,prelevement,6.9,0.0,4,0
NOV-00956,54,138.93,2,1,11,mensuel,prelevement,4.3,0.0,4,1
NOV-00957,59,147.55,1,0,14,mensuel,prelevement,8.0,0.0,3,0
NOV-00958,14,97.91,2,0,15,annuel,carte,5.7,0.0,1,0
NOV-00959,52,86.62,2,0,22,mensuel,prelevement,10.0,0.0,1,0
NOV-00960,16,146.9,1,0,11,mensuel,prelevement,10.0,0.0,2,1
NOV-00961,56,105.69,1,2,21,mensuel,prelevement,6.0,0.0,4,1
NOV-00962,33,145.26,1,0,14,mensuel,prelevement,7.1,0.0,3,1
NOV-00963,5,148.3,2,0,13,annuel,prelevement,9.6,0.05,1,0
NOV-00964,27,71.79,2,0,17,annuel,prelevement,5.6,0.0,3,0
NOV-00965,3,143.99,0,1,22,mensuel,carte,6.0,0.05,3,1
NOV-00966,31,64.11,2,0,20,mensuel,prelevement,9.2,0.0,2,0
NOV-00967,13,100.05,2,1,14,annuel,prelevement,6.8,0.0,4,0
NOV-00968,39,66.51,2,0,17,mensuel,prelevement,5.0,0.05,3,1
NOV-00969,20,69.81,2,0,17,mensuel,prelevement,6.4,0.1,1,0
NOV-00970,13,22.27,2,2,17,mensuel,carte,7.1,0.05,2,1
NOV-00971,53,75.23,1,0,19,annuel,carte,8.4,0.0,3,0
NOV-00972,1,136.89,1,0,12,mensuel,carte,5.7,0.1,1,0
NOV-00973,72,106.69,2,2,9,mensuel,carte,6.0,0.1,4,0
NOV-00974,27,141.53,1,0,18,bisannuel,carte,6.0,0.05,2,0
NOV-00975,35,27.86,1,0,23,annuel,prelevement,7.3,0.1,4,0
NOV-00976,1,40.48,1,0,16,annuel,carte,8.7,0.1,4,0
NOV-00977,4,69.52,2,0,20,annuel,prelevement,6.9,0.0,3,0
NOV-00978,42,19.58,0,0,25,bisannuel,prelevement,5.8,0.1,2,0
NOV-00979,69,132.37,2,3,21,mensuel,prelevement,9.0,0.0,1,0
NOV-00980,51,30.84,1,0,17,mensuel,virement,7.3,0.1,3,0
NOV-00981,21,47.29,1,0,20,mensuel,prelevement,9.7,0.05,1,0
NOV-00982,56,32.6,2,0,17,annuel,prelevement,8.0,0.0,1,0
NOV-00983,64,143.75,1,0,25,mensuel,carte,5.1,0.1,2,0
NOV-00984,22,69.4,4,0,10,mensuel,prelevement,5.3,0.0,4,1
NOV-00985,32,121.41,2,2,19,mensuel,prelevement,7.5,0.05,4,1
NOV-00986,43,124.43,3,2,18,mensuel,carte,8.2,0.1,4,1
NOV-00987,10,111.16,0,2,19,annuel,prelevement,7.4,0.0,4,0
NOV-00988,17,114.5,3,1,14,bisannuel,prelevement,6.8,0.05,2,1
NOV-00989,6,21.69,0,1,19,annuel,virement,7.5,0.2,3,0
NOV-00990,13,80.13,0,0,17,mensuel,carte,7.3,0.0,1,1
NOV-00991,27,33.96,2,0,16,annuel,carte,8.9,0.0,2,0
NOV-00992,30,27.41,0,1,13,annuel,prelevement,6.6,0.05,1,0
NOV-00993,51,124.46,0,0,14,annuel,prelevement,8.0,0.05,1,0
NOV-00994,60,118.87,1,1,15,mensuel,prelevement,5.7,0.2,4,0
NOV-00995,33,111.22,2,0,14,mensuel,prelevement,5.6,0.0,2,0
NOV-00996,18,101.93,2,1,16,mensuel,prelevement,6.6,0.0,1,1
NOV-00997,14,,2,0,14,bisannuel,prelevement,8.4,0.0,3,0
NOV-00998,49,148.25,3,1,16,annuel,prelevement,5.9,0.05,2,1
NOV-00999,71,79.37,1,1,19,mensuel,prelevement,9.4,0.05,3,0
NOV-01000,8,67.2,1,0,14,annuel,carte,6.0,0.05,2,0
NOV-01001,50,124.77,0,0,15,annuel,carte,5.6,0.0,2,1
NOV-01002,59,,0,1,22,mensuel,carte,9.7,0.0,3,0
NOV-01003,25,44.3,0,0,15,annuel,carte,8.7,0.0,1,0
NOV-01004,11,71.73,3,1,14,mensuel,virement,5.5,0.0,4,1
NOV-01005,60,30.33,0,0,19,mensuel,virement,8.5,0.1,3,0
NOV-01006,44,73.09,1,1,17,annuel,virement,4.6,0.0,2,1
NOV-01007,13,107.65,2,0,15,annuel,carte,6.0,0.2,4,0
NOV-01008,53,86.05,2,0,14,annuel,prelevement,6.5,0.0,1,0
NOV-01009,26,90.25,2,0,18,bisannuel,carte,6.7,0.05,3,0
NOV-01010,43,134.01,0,0,14,mensuel,virement,7.8,0.0,3,0
NOV-01011,58,145.65,2,1,23,bisannuel,carte,7.2,0.0,2,0
NOV-01012,16,68.98,0,0,18,mensuel,carte,10.0,0.1,3,0
NOV-01013,4,36.31,1,0,28,annuel,prelevement,6.7,0.1,2,0
NOV-01014,32,31.66,2,0,30,annuel,carte,9.3,0.1,2,0
NOV-01015,34,25.57,0,0,17,mensuel,carte,6.4,0.0,4,0
NOV-01016,56,123.25,3,0,16,annuel,virement,9.2,0.0,3,0
NOV-01017,6,32.44,0,0,15,annuel,prelevement,6.1,0.1,1,0
NOV-01018,70,68.68,3,2,11,mensuel,prelevement,6.2,0.0,1,1
NOV-01019,17,27.42,0,0,15,mensuel,prelevement,8.6,0.0,3,0
NOV-01020,43,45.51,2,1,20,annuel,carte,7.9,0.1,4,0
NOV-01021,4,114.15,0,0,24,mensuel,carte,8.7,0.0,1,0
NOV-01022,68,120.13,3,0,18,mensuel,prelevement,3.2,0.0,2,1
NOV-01023,1,75.36,0,0,18,mensuel,carte,8.0,0.0,1,0
NOV-01024,34,127.92,0,1,19,bisannuel,carte,8.8,0.0,4,0
NOV-01025,7,59.56,1,1,25,annuel,carte,9.7,0.0,3,0
NOV-01026,46,54.73,0,0,20,mensuel,carte,7.7,0.05,3,0
NOV-01027,3,79.03,1,0,21,mensuel,prelevement,5.6,0.0,4,0
NOV-01028,30,42.55,0,0,21,mensuel,carte,7.2,0.1,3,0
NOV-01029,26,36.14,1,0,16,mensuel,carte,5.0,0.0,1,1
NOV-01030,42,119.56,1,0,17,bisannuel,prelevement,6.1,0.1,3,0
NOV-01031,61,134.08,1,0,16,mensuel,carte,7.8,0.0,4,0
NOV-01032,41,33.95,3,0,17,annuel,carte,7.8,0.05,2,0
NOV-01033,23,93.75,1,0,13,mensuel,prelevement,6.7,0.0,2,1
NOV-01034,72,141.58,5,1,18,annuel,carte,5.9,0.0,4,0
NOV-01035,49,63.89,3,1,23,mensuel,prelevement,5.3,0.05,3,0
NOV-01036,56,80.79,1,0,24,mensuel,prelevement,7.1,0.0,1,0
NOV-01037,38,114.78,2,1,19,annuel,prelevement,9.3,0.0,1,0
NOV-01038,30,57.1,0,0,15,bisannuel,carte,8.5,0.05,3,0
NOV-01039,7,90.2,4,2,17,mensuel,virement,6.7,0.0,3,1
NOV-01040,41,44.62,1,0,23,mensuel,prelevement,5.9,0.0,2,0
NOV-01041,64,25.72,2,0,17,mensuel,prelevement,8.3,0.05,4,0
NOV-01042,23,79.27,1,0,22,mensuel,prelevement,7.2,0.0,4,0
NOV-01043,68,43.42,1,0,17,annuel,prelevement,7.7,0.0,1,0
NOV-01044,48,130.14,0,1,23,annuel,carte,9.5,0.0,2,0
NOV-01045,40,136.78,0,0,15,bisannuel,carte,8.8,0.0,4,0
NOV-01046,54,102.12,2,0,17,mensuel,carte,8.8,0.0,1,0
NOV-01047,33,118.24,1,0,22,annuel,prelevement,4.8,0.05,1,0
NOV-01048,13,124.72,2,1,21,annuel,carte,8.7,0.0,3,0
NOV-01049,37,49.75,3,0,16,annuel,carte,7.6,0.0,2,0
NOV-01050,23,28.35,3,0,20,annuel,prelevement,7.2,0.0,4,0
NOV-01051,21,23.46,0,1,12,annuel,prelevement,5.7,0.0,4,0
NOV-01052,29,92.99,2,1,12,mensuel,prelevement,7.8,0.0,3,0
NOV-01053,19,45.09,1,0,18,mensuel,virement,7.2,0.0,1,0
NOV-01054,62,85.4,2,0,13,bisannuel,prelevement,10.0,0.1,1,0
NOV-01055,10,145.81,2,0,22,mensuel,prelevement,9.6,0.0,3,0
NOV-01056,21,76.79,3,0,18,mensuel,carte,6.2,0.0,4,0
NOV-01057,1,104.0,2,0,21,mensuel,prelevement,9.4,0.0,3,0
NOV-01058,29,147.98,2,1,9,mensuel,carte,6.6,0.0,3,1
NOV-01059,50,,3,1,22,mensuel,carte,4.5,0.05,1,0
NOV-01060,9,80.8,2,0,19,mensuel,carte,5.8,0.0,3,1
NOV-01061,67,70.9,0,0,17,annuel,carte,9.5,0.1,4,0
NOV-01062,71,32.77,1,1,20,mensuel,carte,6.6,0.05,1,0
NOV-01063,51,56.1,1,0,24,mensuel,prelevement,6.4,0.0,1,0
NOV-01064,65,83.44,2,0,16,annuel,prelevement,9.7,0.05,2,0
NOV-01065,34,128.08,1,0,20,mensuel,carte,7.5,0.05,3,1
NOV-01066,5,53.55,2,1,16,annuel,virement,6.0,0.05,2,0
NOV-01067,16,129.87,0,0,12,annuel,prelevement,8.1,0.0,1,0
NOV-01068,46,34.72,1,0,19,mensuel,virement,8.5,0.0,4,0
NOV-01069,48,71.12,2,1,24,mensuel,carte,8.8,0.0,2,0
NOV-01070,72,140.46,0,0,19,mensuel,virement,6.4,0.0,1,0
NOV-01071,71,42.38,2,1,19,annuel,carte,8.9,0.05,4,0
NOV-01072,8,74.23,1,0,20,annuel,prelevement,10.0,0.1,4,0
NOV-01073,24,146.25,3,0,18,mensuel,prelevement,5.1,0.05,2,0
NOV-01074,57,129.63,3,0,24,bisannuel,carte,6.8,0.0,2,0
NOV-01075,8,76.79,2,1,16,mensuel,carte,7.7,0.0,4,1
NOV-01076,21,126.57,1,0,17,bisannuel,prelevement,4.5,0.0,4,1
NOV-01077,45,47.75,1,1,17,mensuel,prelevement,6.2,0.05,3,0
NOV-01078,60,61.84,1,1,26,mensuel,prelevement,10.0,0.0,1,0
NOV-01079,49,120.71,1,1,16,mensuel,virement,8.2,0.0,3,0
NOV-01080,70,93.13,1,0,16,mensuel,prelevement,8.9,0.0,2,0
NOV-01081,54,122.69,2,0,15,annuel,carte,8.1,0.0,1,0
NOV-01082,62,94.07,3,2,17,annuel,prelevement,8.1,0.0,2,0
NOV-01083,49,38.34,1,1,19,mensuel,prelevement,6.0,0.0,2,0
NOV-01084,49,93.36,3,0,20,mensuel,virement,7.8,0.1,4,0
NOV-01085,25,31.57,0,2,21,annuel,carte,9.5,0.1,1,0
NOV-01086,33,126.14,3,1,20,mensuel,prelevement,8.6,0.1,2,0
NOV-01087,70,65.64,0,2,13,mensuel,prelevement,5.3,0.1,1,0
NOV-01088,47,71.36,0,1,25,mensuel,carte,9.2,0.1,3,0
NOV-01089,58,120.26,0,1,17,annuel,prelevement,6.6,0.0,3,0
NOV-01090,10,46.93,0,0,27,annuel,carte,7.1,0.0,4,0
NOV-01091,33,122.73,0,1,22,mensuel,carte,8.3,0.0,3,0
NOV-01092,29,,2,0,13,mensuel,prelevement,9.4,0.0,3,0
NOV-01093,61,,1,1,15,mensuel,prelevement,7.2,0.05,2,0
NOV-01094,27,60.81,5,0,15,bisannuel,carte,9.4,0.0,1,0
NOV-01095,40,81.87,1,0,22,bisannuel,carte,6.9,0.0,2,0
NOV-01096,39,141.86,1,0,16,mensuel,prelevement,7.4,0.1,2,0
NOV-01097,48,95.73,2,0,19,mensuel,prelevement,9.8,0.0,1,1
NOV-01098,27,136.33,3,2,24,mensuel,prelevement,5.0,0.1,4,1
NOV-01099,6,36.77,1,1,26,mensuel,prelevement,9.6,0.0,4,0
NOV-01100,35,89.64,0,1,16,bisannuel,prelevement,3.1,0.0,4,0
NOV-01101,25,123.54,1,1,28,bisannuel,carte,7.8,0.0,3,0
NOV-01102,13,47.56,0,0,14,mensuel,prelevement,6.4,0.0,3,0
NOV-01103,60,56.68,0,1,16,mensuel,carte,4.0,0.1,1,0
NOV-01104,41,39.02,0,1,20,mensuel,carte,3.3,0.1,4,0
NOV-01105,32,98.71,0,1,15,annuel,carte,5.4,0.0,2,0
NOV-01106,4,67.93,2,0,22,annuel,carte,8.2,0.0,4,0
NOV-01107,52,77.3,4,0,19,mensuel,virement,6.4,0.1,3,0
NOV-01108,22,58.73,1,0,14,bisannuel,prelevement,5.8,0.0,1,0
NOV-01109,25,27.07,4,0,21,mensuel,prelevement,9.8,0.0,4,0
NOV-01110,60,53.34,2,0,14,mensuel,virement,7.4,0.0,2,1
NOV-01111,37,80.62,1,0,26,annuel,carte,5.3,0.0,2,0
NOV-01112,31,97.04,2,0,18,mensuel,prelevement,5.0,0.0,2,1
NOV-01113,8,58.11,1,1,12,mensuel,virement,7.5,0.1,1,0
NOV-01114,39,42.07,1,0,18,mensuel,prelevement,5.7,0.1,3,0
NOV-01115,30,110.64,3,1,24,mensuel,carte,8.2,0.0,3,1
NOV-01116,63,55.49,1,0,17,annuel,prelevement,3.1,0.1,2,0
NOV-01117,7,101.8,2,0,19,annuel,carte,7.9,0.1,1,0
NOV-01118,46,50.59,1,0,17,annuel,prelevement,8.8,0.0,2,0
NOV-01119,14,80.67,1,1,20,bisannuel,carte,4.6,0.0,3,0
NOV-01120,67,60.43,2,0,13,annuel,prelevement,4.6,0.1,3,0
NOV-01121,51,146.09,3,1,13,mensuel,prelevement,5.9,0.2,1,1
NOV-01122,7,131.21,1,0,21,mensuel,carte,9.2,0.2,4,0
NOV-01123,61,34.97,0,1,14,annuel,prelevement,8.5,0.0,2,0
NOV-01124,62,51.11,1,1,14,annuel,carte,6.4,0.05,1,0
NOV-01125,63,101.4,1,1,14,annuel,prelevement,8.5,0.0,2,1
NOV-01126,6,38.45,1,1,22,mensuel,carte,6.2,0.0,1,0
NOV-01127,49,80.21,0,0,23,bisannuel,carte,9.6,0.0,2,0
NOV-01128,51,37.97,3,1,9,annuel,prelevement,6.3,0.0,1,0
NOV-01129,50,29.4,0,1,12,mensuel,prelevement,6.6,0.1,3,0
NOV-01130,39,74.12,2,0,14,mensuel,carte,5.4,0.1,1,0
NOV-01131,7,79.61,3,0,19,annuel,virement,6.9,0.05,1,0
NOV-01132,63,44.42,1,0,21,annuel,prelevement,6.8,0.0,4,0
NOV-01133,13,90.95,4,0,21,mensuel,prelevement,7.2,0.0,2,0
NOV-01134,2,125.02,1,0,21,bisannuel,virement,5.3,0.0,4,0
NOV-01135,66,66.58,3,1,18,bisannuel,prelevement,5.7,0.1,3,0
NOV-01136,56,21.83,1,1,20,mensuel,prelevement,2.6,0.0,2,0
NOV-01137,51,88.31,1,1,19,mensuel,virement,8.1,0.1,4,0
NOV-01138,70,37.89,0,1,15,bisannuel,prelevement,5.4,0.1,4,0
NOV-01139,28,30.38,2,0,18,mensuel,carte,7.8,0.05,4,0
NOV-01140,68,46.19,2,0,10,mensuel,prelevement,7.5,0.0,4,0
NOV-01141,33,53.42,0,0,16,mensuel,carte,6.4,0.0,4,0
NOV-01142,9,96.31,3,1,25,mensuel,prelevement,6.3,0.05,3,0
NOV-01143,9,59.93,3,0,15,annuel,carte,6.9,0.05,2,0
NOV-01144,20,80.23,1,0,21,mensuel,prelevement,6.0,0.0,4,0
NOV-01145,36,74.18,1,0,20,mensuel,carte,8.9,0.0,2,0
NOV-01146,35,97.86,1,1,17,annuel,prelevement,6.1,0.0,4,0
NOV-01147,35,88.45,2,1,23,mensuel,prelevement,7.0,0.0,3,0
NOV-01148,55,26.25,3,0,12,mensuel,carte,10.0,0.1,2,0
NOV-01149,38,40.03,0,0,25,bisannuel,prelevement,10.0,0.0,1,0
NOV-01150,12,19.36,1,0,15,mensuel,carte,7.9,0.0,3,0
NOV-01151,43,75.78,2,1,16,annuel,prelevement,8.3,0.1,4,0
NOV-01152,50,86.75,2,0,21,mensuel,carte,6.8,0.05,3,0
NOV-01153,3,137.36,1,1,22,annuel,prelevement,5.6,0.0,4,1
NOV-01154,49,60.39,3,1,23,mensuel,prelevement,7.9,0.0,1,0
NOV-01155,34,146.44,2,1,14,annuel,prelevement,8.7,0.0,3,1
NOV-01156,24,80.23,0,0,18,bisannuel,prelevement,9.3,0.05,2,0
NOV-01157,19,,2,0,14,mensuel,prelevement,9.3,0.0,2,0
NOV-01158,55,126.38,5,1,20,mensuel,carte,7.4,0.0,1,0
NOV-01159,57,143.02,4,0,14,annuel,carte,7.6,0.0,4,1
NOV-01160,7,63.11,2,0,18,bisannuel,prelevement,6.7,0.0,4,0
NOV-01161,1,108.43,2,0,19,annuel,carte,6.4,0.05,4,0
NOV-01162,68,55.79,1,0,16,mensuel,carte,8.0,0.0,3,0
